authorPerson,work,citationYear,familyName,givenName,name,birthYear,deathYear
http://e-editiones.ch/project/data/delille#person-guillon,http://e-editiones.ch/project/data/delille#work-guillonlafontaine,1803,Guillon,Marie-Nicolas-Silvestre,,,
http://e-editiones.ch/project/data/delille#person-guillon,http://e-editiones.ch/project/data/delille#work-guillonfables,1829,Guillon,Marie-Nicolas-Silvestre,,,
http://e-editiones.ch/project/data/delille#person-guinguene,http://e-editiones.ch/project/data/delille#work-guinguenecompterendudecade,1800,Ginguené,Pierre-Louis,,,
http://e-editiones.ch/project/data/delille#person-hammer,http://e-editiones.ch/project/data/delille#work-hammerperegrinazione,1839,Hammer-Purgstall,Joseph von,,,
http://e-editiones.ch/project/data/delille#person-harrau,http://e-editiones.ch/project/data/delille#work-harraumalo,1899,Harrau,Louis,,,
http://e-editiones.ch/project/data/delille#person-helenwilliams,http://e-editiones.ch/project/data/delille#work-williamsnouveauvoyage,1798,Williams,Helen Maria,,,
http://e-editiones.ch/project/data/delille#person-henckelvondonnersmarck,http://e-editiones.ch/project/data/delille#work-neuesbotanischestaschenbuch1810,1810,Henckel von Donnersmarck,Leo Victor Felix,,,
http://e-editiones.ch/project/data/delille#person-henon,http://e-editiones.ch/project/data/delille#work-henonmoutonfontenilleart,1802,Hénon,Jacques-Marie,,,
http://e-editiones.ch/project/data/delille#person-hort,http://e-editiones.ch/project/data/delille#work-hortnouveaulecteur,1822,Hort,William Jillard,,,
http://e-editiones.ch/project/data/delille#person-jacquemard,http://e-editiones.ch/project/data/delille#work-jacquemardelements,1805,Jacquemard,Étienne,,,
http://e-editiones.ch/project/data/delille#person-jacquemard,http://e-editiones.ch/project/data/delille#work-jacquemardabrege,1811,Jacquemard,Étienne,,,
http://e-editiones.ch/project/data/delille#person-jacquemart,http://e-editiones.ch/project/data/delille#work-jacquemartflore,1840,Jacquemart,Albert,,,
http://e-editiones.ch/project/data/delille#person-jay,http://e-editiones.ch/project/data/delille#work-jayjouyvernet,1822,Jay,Antoine,,,
http://e-editiones.ch/project/data/delille#person-jd,http://e-editiones.ch/project/data/delille#work-jdtheatre,1886,,,J.D.,,
http://e-editiones.ch/project/data/delille#person-jeanmeunier,http://e-editiones.ch/project/data/delille#work-meunierlauraguais,1926,Meunier,Jean,,,
http://e-editiones.ch/project/data/delille#person-jeanroyfelix,http://e-editiones.ch/project/data/delille#work-jeanroyfelixnouvellehistoire,1886,Jeanroy-Félix,Victor,,,
http://e-editiones.ch/project/data/delille#person-jehan,http://e-editiones.ch/project/data/delille#work-jehanesquisses,1841,Jéhan,Louis-François,,,
http://e-editiones.ch/project/data/delille#person-jehan,http://e-editiones.ch/project/data/delille#work-jehandictionnaire,1852,Jéhan,Louis-François,,,
http://e-editiones.ch/project/data/delille#person-jobert,http://e-editiones.ch/project/data/delille#work-croizetjobertrecherches,1828,Jobert,Antoine,,,
http://e-editiones.ch/project/data/delille#person-johannesvonmueller,http://e-editiones.ch/project/data/delille#work-muellersaemmtlichewerke6,1811,Müller,Johannes von,,,
http://e-editiones.ch/project/data/delille#person-joliet,http://e-editiones.ch/project/data/delille#work-jolietjournaldelajeunesse,1881,Joliet,Charles,,,
http://e-editiones.ch/project/data/delille#person-jouard,http://e-editiones.ch/project/data/delille#work-jouardvaccine,1803,Jouard,Gabriel,,,
http://e-editiones.ch/project/data/delille#person-jouy,http://e-editiones.ch/project/data/delille#work-jayjouyvernet,1822,Jouy,Étienne de,,,
http://e-editiones.ch/project/data/delille#person-jullien,http://e-editiones.ch/project/data/delille#work-jullienchasse,1868,Jullien,Ernest,,,
http://e-editiones.ch/project/data/delille#person-kraane,http://e-editiones.ch/project/data/delille#work-kraanelitterature,1804,Kraane,Jan Hendrik,,,
http://e-editiones.ch/project/data/delille#person-l--a,http://e-editiones.ch/project/data/delille#work-observateurvoyages,1802,,,L..a,,
http://e-editiones.ch/project/data/delille#person-lablanchere,http://e-editiones.ch/project/data/delille#work-lablanchereplantes,1867,La Blanchère,Henri de,,,
http://e-editiones.ch/project/data/delille#person-lablanchere,http://e-editiones.ch/project/data/delille#work-lablancherecourtilierejournalpourtous,1865,La Blanchère,Henri de,,,
http://e-editiones.ch/project/data/delille#person-lablanchere,http://e-editiones.ch/project/data/delille#work-lablancherecinclejournalpourtous,1865,La Blanchère,Henri de,,,
http://e-editiones.ch/project/data/delille#person-ladreyt,http://e-editiones.ch/project/data/delille#work-ladreytanew,1841,Ladreyt,Casimir,,,
http://e-editiones.ch/project/data/delille#person-lafaye,http://e-editiones.ch/project/data/delille#work-lafayesupplement,1865,Lafaye,Pierre-Benjamin,,,
http://e-editiones.ch/project/data/delille#person-lambert,http://e-editiones.ch/project/data/delille#work-lambertpoetes,1870,Lambert,C. S. H.,,,
http://e-editiones.ch/project/data/delille#person-lamuree,http://e-editiones.ch/project/data/delille#work-lamureevacances,1863,Lamurée,Achille,,,
http://e-editiones.ch/project/data/delille#person-laplace,http://e-editiones.ch/project/data/delille#work-noeletudes,1822,La Place,François de,,,
http://e-editiones.ch/project/data/delille#person-larue,http://e-editiones.ch/project/data/delille#work-laruelettres,1822,Larue,André-Léon dit Mansion,,,
http://e-editiones.ch/project/data/delille#person-larue,http://e-editiones.ch/project/data/delille#work-larueletters,1822,Larue,André-Léon dit Mansion,,,
http://e-editiones.ch/project/data/delille#person-laurencedesavigny,http://e-editiones.ch/project/data/delille#work-savignybonheur,1840,,,Laurence de Savigny (Abbé),,
http://e-editiones.ch/project/data/delille#person-laurentdejussieu,http://e-editiones.ch/project/data/delille#work-correspondancebongenie,1826,Jussieu,Laurent de,,,
http://e-editiones.ch/project/data/delille#person-lebrun,http://e-editiones.ch/project/data/delille#work-lebrunsymphonie,1880,Le Brun,G.,,,
http://e-editiones.ch/project/data/delille#person-lefevre,http://e-editiones.ch/project/data/delille#work-compterenduclefducabinet,1800,,,Lefevre,,
http://e-editiones.ch/project/data/delille#person-lenormand,http://e-editiones.ch/project/data/delille#work-lenormandoracles,1817,Le Normand,Marie-Anne Adélaïde,,,
http://e-editiones.ch/project/data/delille#person-leschevin,http://e-editiones.ch/project/data/delille#work-leschevinvoyage,1812,Leschevin,Philippe-Xavier,,,
http://e-editiones.ch/project/data/delille#person-letacq,http://e-editiones.ch/project/data/delille#work-letacqbulletinorne,1896,Letacq,Arthur-Louis,,,
http://e-editiones.ch/project/data/delille#person-letellier,http://e-editiones.ch/project/data/delille#work-letellieratravers,1881,Letellier,Henry,,,
http://e-editiones.ch/project/data/delille#person-leuven,http://e-editiones.ch/project/data/delille#work-leuvenroi,1830,Leuven,Adolphe de,,,
http://e-editiones.ch/project/data/delille#person-levizac,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1803,Lévizac,Jean-Pont-Victor de,,,
http://e-editiones.ch/project/data/delille#person-lt,http://e-editiones.ch/project/data/delille#work-petitmanuel,1853,,,L. T.,,
http://e-editiones.ch/project/data/delille#person-mackintosh,http://e-editiones.ch/project/data/delille#work-memoiresmackintosh,1835,Mackintosh,James,,,
http://e-editiones.ch/project/data/delille#person-mackintosh,http://e-editiones.ch/project/data/delille#work-britishcritic1801,1801,Mackintosh,James,,,
http://e-editiones.ch/project/data/delille#person-macquart,http://e-editiones.ch/project/data/delille#work-macquartmemoiressocietelille,1856,Macquart,Justin,,,
http://e-editiones.ch/project/data/delille#person-malfillatre,http://e-editiones.ch/project/data/delille#work-anotmalfillatredeuxvoyageurs,1802,Malfillatre,F.,,,
http://e-editiones.ch/project/data/delille#person-manonymepremiervoyage,http://e-editiones.ch/project/data/delille#work-mpremiervoyage,1819,,,M.,,
http://e-editiones.ch/project/data/delille#person-mansart,http://e-editiones.ch/project/data/delille#work-mansartlitterateur,1824,Mansart,E.,,,
http://e-editiones.ch/project/data/delille#person-mantell,http://e-editiones.ch/project/data/delille#work-mantellwonders,1839,Mantell,Gideon Algernon,,,
http://e-editiones.ch/project/data/delille#person-mantovani,http://e-editiones.ch/project/data/delille#work-hammerperegrinazione,1839,Mantovani,Pietro,,,
http://e-editiones.ch/project/data/delille#person-marcou,http://e-editiones.ch/project/data/delille#work-marcoumorceaux,1883,Marcou,François-Léopold,,,
http://e-editiones.ch/project/data/delille#person-martha,http://e-editiones.ch/project/data/delille#work-martharevueeuropeenne,1861,Martha,Constant,,,
http://e-editiones.ch/project/data/delille#person-masse,http://e-editiones.ch/project/data/delille#work-masseplans,1851,Masse,Victor,,,
http://e-editiones.ch/project/data/delille#person-mathieu,http://e-editiones.ch/project/data/delille#work-mathieucolonies,1857,Mathieu,Pierre-Pardoux,,,
http://e-editiones.ch/project/data/delille#person-mathieu,http://e-editiones.ch/project/data/delille#work-mathieucoloniesannalesauvergne,1855,Mathieu,Pierre-Pardoux,,,
http://e-editiones.ch/project/data/delille#person-maximinlegrand,http://e-editiones.ch/project/data/delille#work-legrandunionmedicale,1862,Legrand,Maximin,,,
http://e-editiones.ch/project/data/delille#person-mege,http://e-editiones.ch/project/data/delille#work-statistiquedepartements,1828,Du Mège,Alexandre,,,
http://e-editiones.ch/project/data/delille#person-mem,http://e-editiones.ch/project/data/delille#work-memflowers,1853,,,M. E. M.,,
http://e-editiones.ch/project/data/delille#person-meneval,http://e-editiones.ch/project/data/delille#work-menevalexcursion,1847,Méneval,Claude François,,,
http://e-editiones.ch/project/data/delille#person-menuvonminutoli,http://e-editiones.ch/project/data/delille#work-minutoliabhandlungen,1816,Menu von Minutoli,Heinrich,,,
http://e-editiones.ch/project/data/delille#person-merlet,http://e-editiones.ch/project/data/delille#work-merlettableau,1878,Merlet,Gustave,,,
http://e-editiones.ch/project/data/delille#person-michel,http://e-editiones.ch/project/data/delille#work-michelvichy,1839,Michel,Adolphe,,,
http://e-editiones.ch/project/data/delille#person-millin,http://e-editiones.ch/project/data/delille#work-millincompterendumagazinencyclopedique,1800,Millin,Aubin-Louis,,,
http://e-editiones.ch/project/data/delille#person-moll,http://e-editiones.ch/project/data/delille#work-jahrbuecherderberg1801,1801,Moll,Karl von,,,
http://e-editiones.ch/project/data/delille#person-monin,http://e-editiones.ch/project/data/delille#work-moninphysiologie,1866,Monin,Frédéric,,,
http://e-editiones.ch/project/data/delille#person-montemont,http://e-editiones.ch/project/data/delille#work-montemontvoyage0,1821,Montémont,Albert,,,
http://e-editiones.ch/project/data/delille#person-montemont,http://e-editiones.ch/project/data/delille#work-montemontvoyagecinq,1828,Montémont,Albert,,,
http://e-editiones.ch/project/data/delille#person-montemont,http://e-editiones.ch/project/data/delille#work-montemontvoyageseurope,1855,Montémont,Albert,,,
http://e-editiones.ch/project/data/delille#person-montemont,http://e-editiones.ch/project/data/delille#work-montemontvoyage,1860,Montémont,Albert,,,
http://e-editiones.ch/project/data/delille#person-montherot,http://e-editiones.ch/project/data/delille#work-montherotmemoires,1833,Montherot,François de,,,
http://e-editiones.ch/project/data/delille#person-montlosier,http://e-editiones.ch/project/data/delille#work-montlosierjournaldesdebats,1827,Montlosier,"François-Dominique de Reynaud, comte de",,,
http://e-editiones.ch/project/data/delille#person-mordani,http://e-editiones.ch/project/data/delille#work-mordaniprose,1847,Mordani,Filippo,,,
http://e-editiones.ch/project/data/delille#person-mouls,http://e-editiones.ch/project/data/delille#work-moulsdunes,1860,Mouls,J.-F.-Xavier,,,
http://e-editiones.ch/project/data/delille#person-moustalon,http://e-editiones.ch/project/data/delille#work-moustalonmorale,1814,Moustalon,M.,,,
http://e-editiones.ch/project/data/delille#person-moutonfontenille,http://e-editiones.ch/project/data/delille#work-henonmoutonfontenilleart,1802,Mouton-Fontenille,Jacques-Marie-Philippe,,,
http://e-editiones.ch/project/data/delille#person-moysant,http://e-editiones.ch/project/data/delille#work-moysantbibliotheque,1803,Moysant,François,,,
http://e-editiones.ch/project/data/delille#person-mozin,http://e-editiones.ch/project/data/delille#work-mozinfranzoesische,1802,Mozin,Dominique-Joseph,,,
http://e-editiones.ch/project/data/delille#person-mrevuesuisse,http://e-editiones.ch/project/data/delille#work-mcreuxrevuesuisse,1844,,,M.,,
http://e-editiones.ch/project/data/delille#person-mussetpathay,http://e-editiones.ch/project/data/delille#work-mussetpathayvoyage,1800,Musset-Pathay,Victor-Donatien,,,
http://e-editiones.ch/project/data/delille#person-nansouty,http://e-editiones.ch/project/data/delille#work-nansoutycauserie,1898,Nansouty,Max de,,,
http://e-editiones.ch/project/data/delille#person-ndesaintclaude,http://e-editiones.ch/project/data/delille#work-nessais,1822,,,N. de Saint-Claude,,
http://e-editiones.ch/project/data/delille#person-nieleugene,http://e-editiones.ch/project/data/delille#work-nielannuaire,1884,Niel,Eugène,,,
http://e-editiones.ch/project/data/delille#person-noeggerath,http://e-editiones.ch/project/data/delille#work-noeggerathgebirge,1822,Nöggerath,Johann Jacob,,,
http://e-editiones.ch/project/data/delille#person-noeggerath,http://e-editiones.ch/project/data/delille#work-noeggerathentstehung,1847,Nöggerath,Johann Jacob,,,
http://e-editiones.ch/project/data/delille#person-noel,http://e-editiones.ch/project/data/delille#work-noeletudes,1822,Noël,François,,,
http://e-editiones.ch/project/data/delille#person-olius,http://e-editiones.ch/project/data/delille#work-intermediaireolius,1876,,,Olius,,
http://e-editiones.ch/project/data/delille#person-ortmann,http://e-editiones.ch/project/data/delille#work-ortmannflore,1833,Ortmann,Antoine,,,
http://e-editiones.ch/project/data/delille#person-pagesvixouze,http://e-editiones.ch/project/data/delille#work-pagesnouveautraite,1802,Pagès de Vixouze,François-Xavier,,,
http://e-editiones.ch/project/data/delille#person-pagesvixouze,http://e-editiones.ch/project/data/delille#work-pagescoursencyclopedique,1800,Pagès de Vixouze,François-Xavier,,,
http://e-editiones.ch/project/data/delille#person-paillon,http://e-editiones.ch/project/data/delille#work-paillonannuaireclub,1893,Paillon,Mary,,,
http://e-editiones.ch/project/data/delille#person-palassou,http://e-editiones.ch/project/data/delille#work-palassoumemoires,1815,Palassou,Pierre-Bernard,,,
http://e-editiones.ch/project/data/delille#person-palassou,http://e-editiones.ch/project/data/delille#work-palassousuite,1819,Palassou,Pierre-Bernard,,,
http://e-editiones.ch/project/data/delille#person-palassou,http://e-editiones.ch/project/data/delille#work-palassouvoyages,1825,Palassou,Pierre-Bernard,,,
http://e-editiones.ch/project/data/delille#person-parmenides,http://e-editiones.ch/project/data/delille#work-parmenidesolaskaris,1847,Parmenidēs,Chrēstos A.,,,
http://e-editiones.ch/project/data/delille#person-paulet,http://e-editiones.ch/project/data/delille#work-pauletdescription,1819,Paulet,P. C.,,,
http://e-editiones.ch/project/data/delille#person-pecheur,http://e-editiones.ch/project/data/delille#work-pecheurbulletinsoissons,1875,Pécheur,Louis-Victor,,,
http://e-editiones.ch/project/data/delille#person-perennes,http://e-editiones.ch/project/data/delille#work-perennesdictionnaire,1864,Pérennès,François,,,
http://e-editiones.ch/project/data/delille#person-petitain,http://e-editiones.ch/project/data/delille#work-petitainjournaldeparis,1800,Petitain,Louis-Germain,,,
http://e-editiones.ch/project/data/delille#person-petitdiable,http://e-editiones.ch/project/data/delille#work-diablereminiscences,1823,,,Le Petit Diable Boiteux de la Vieille-Castille,,
http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitconnaissance,1845,Petit-Lafitte,Auguste,,,
http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitetudes,1862,Petit-Lafitte,Auguste,,,
http://e-editiones.ch/project/data/delille#person-petitlafitte,http://e-editiones.ch/project/data/delille#work-petitlandes,1844,Petit-Lafitte,Auguste,,,
http://e-editiones.ch/project/data/delille#person-petitradel,http://e-editiones.ch/project/data/delille#work-petitradelvoyage,1815,Petit-Radel,Philippe,,,
http://e-editiones.ch/project/data/delille#person-petitsenn,http://e-editiones.ch/project/data/delille#work-petitsennpaysages,1831,Petit-Senn,John,,,
http://e-editiones.ch/project/data/delille#person-pigeard,http://e-editiones.ch/project/data/delille#work-pigeardorpheline,1807,Pigeard,J.,,,
http://e-editiones.ch/project/data/delille#person-pihandelaforest,http://e-editiones.ch/project/data/delille#work-pihanschoell,1833,Pihan-Delaforest,Ange-Augustin-Thomas,,,
http://e-editiones.ch/project/data/delille#person-pm,http://e-editiones.ch/project/data/delille#work-petitmanuel,1853,,,P. M.,,
http://e-editiones.ch/project/data/delille#person-poitevin,http://e-editiones.ch/project/data/delille#work-poitevincours,1873,Poitevin,Prosper,,,
http://e-editiones.ch/project/data/delille#person-poitevin,http://e-editiones.ch/project/data/delille#work-poitevingrammaire,1856,Poitevin,Prosper,,,
http://e-editiones.ch/project/data/delille#person-polcastro,http://e-editiones.ch/project/data/delille#work-polcastrosaggio,1828,Polcastro,Girolamo,,,
http://e-editiones.ch/project/data/delille#person-pougens,http://e-editiones.ch/project/data/delille#work-pougenstresor,1819,Pougens,Charles,,,
http://e-editiones.ch/project/data/delille#person-pougens,http://e-editiones.ch/project/data/delille#work-pougenshommedeschamps,1800,Pougens,Charles,,,
http://e-editiones.ch/project/data/delille#person-prat,http://e-editiones.ch/project/data/delille#work-pratetudes,1868,Prat,Henri,,,
http://e-editiones.ch/project/data/delille#person-quincampoix,http://e-editiones.ch/project/data/delille#work-quincampoixmer,1890,Quincampoix,Jules,,,
http://e-editiones.ch/project/data/delille#person-quispromene,http://e-editiones.ch/project/data/delille#work-echosjustice,1894,,,Quispromène,,
http://e-editiones.ch/project/data/delille#person-rainguet,http://e-editiones.ch/project/data/delille#work-rainguetoeuvres,1890,Rainguet,Augustin,,,
http://e-editiones.ch/project/data/delille#person-rambosson,http://e-editiones.ch/project/data/delille#work-rambossonhistoire,1868,Rambosson,Jean,,,
http://e-editiones.ch/project/data/delille#person-rames,http://e-editiones.ch/project/data/delille#work-rameshommefossile,1862,Rames,Jean-Baptiste,,,
http://e-editiones.ch/project/data/delille#person-raoulrochette,http://e-editiones.ch/project/data/delille#work-boissonadedictionnaire,1819,Rochette,Désiré-Raoul,,,
http://e-editiones.ch/project/data/delille#person-razoumovski,http://e-editiones.ch/project/data/delille#work-razoumovskicoupdoeil,1819,Razoumovski,Grigori Kirillovitch,,,
http://e-editiones.ch/project/data/delille#person-regnarddegironcourt,http://e-editiones.ch/project/data/delille#work-regnardegironcourtprecis,1801,Regnard de Gironcourt,Alexis-Léopold,,,
http://e-editiones.ch/project/data/delille#person-richer,http://e-editiones.ch/project/data/delille#work-richerclisson,1822,Richer,Édouard,,,
http://e-editiones.ch/project/data/delille#person-richter,http://e-editiones.ch/project/data/delille#work-richtereauxthermales,1840,Richter,T. L.,,,
http://e-editiones.ch/project/data/delille#person-rocafort,http://e-editiones.ch/project/data/delille#work-rocafortrevuedumidi,1899,Rocafort,Jacques,,,
http://e-editiones.ch/project/data/delille#person-romand,http://e-editiones.ch/project/data/delille#work-romandmorceaux,1877,Romand,A.,,,
http://e-editiones.ch/project/data/delille#person-roth,http://e-editiones.ch/project/data/delille#work-roththoune,1874,Roth,Abraham,,,
http://e-editiones.ch/project/data/delille#person-rozan,http://e-editiones.ch/project/data/delille#work-rozanorage,1877,Rozan,Charles,,,
http://e-editiones.ch/project/data/delille#person-sabatier,http://e-editiones.ch/project/data/delille#work-sabatiercours,1839,Sabatier,A.-J.,,,
http://e-editiones.ch/project/data/delille#person-saillet,http://e-editiones.ch/project/data/delille#work-sailletenfans,1841,Saillet,Alexandre de,,,
http://e-editiones.ch/project/data/delille#person-schuler,http://e-editiones.ch/project/data/delille#work-schulerlinth,1814,Schuler,Johann Melchior,,,
http://e-editiones.ch/project/data/delille#person-sergent,http://e-editiones.ch/project/data/delille#work-sergentenfants,1857,Sergent,Auguste,,,
http://e-editiones.ch/project/data/delille#person-smyth,http://e-editiones.ch/project/data/delille#work-smythaddenda,1864,Smyth,William Henry,,,
http://e-editiones.ch/project/data/delille#person-soumet_gabrielle_1814-1886,http://e-editiones.ch/project/data/delille#work-soumetfauteuils,1860,Soumet,Gabrielle,,,
http://e-editiones.ch/project/data/delille#person-spada,http://e-editiones.ch/project/data/delille#work-spadarecueil,1811,Spada,A.,,,
http://e-editiones.ch/project/data/delille#person-sternbergcaspar,http://e-editiones.ch/project/data/delille#work-sternbergreise,1806,Sternberg,Caspar,,,
http://e-editiones.ch/project/data/delille#person-taillard,http://e-editiones.ch/project/data/delille#work-taillardvoyageurs,1828,Taillard,Constant,,,
http://e-editiones.ch/project/data/delille#person-tajan,http://e-editiones.ch/project/data/delille#work-tajanjeuxfloraux,1826,Tajan,Bernard-Antoine,,,
http://e-editiones.ch/project/data/delille#person-tardieu,http://e-editiones.ch/project/data/delille#work-tardieucharles,1806,Tardieu de Saint-Marcel,André-Philippe,,,
http://e-editiones.ch/project/data/delille#person-theil,http://e-editiones.ch/project/data/delille#work-theilrecueilmorceaux,1853,Theil,Napoléon,,,
http://e-editiones.ch/project/data/delille#person-theilliere,http://e-editiones.ch/project/data/delille#work-theillerenotice,1869,Theillière,Jean,,,
http://e-editiones.ch/project/data/delille#person-thiebautdeberneaud,http://e-editiones.ch/project/data/delille#work-thiebautvoyage,1826,Thiébaut de Berneaud,Arsenne,,,
http://e-editiones.ch/project/data/delille#person-tissotv,http://e-editiones.ch/project/data/delille#work-tissotcontrees,1884,Tissot,Victor,,,
http://e-editiones.ch/project/data/delille#person-toepffer,http://e-editiones.ch/project/data/delille#work-toepffermelanges,1852,Töppfer,Rodolphe,,,
http://e-editiones.ch/project/data/delille#person-turpin,http://e-editiones.ch/project/data/delille#work-turpinsouvenirs,1828,Turpin de Crissé,Lancelot-Théodore,,,
http://e-editiones.ch/project/data/delille#person-valant,http://e-editiones.ch/project/data/delille#work-valanteducation,1814,Valant,Joseph-Honoré,,,
http://e-editiones.ch/project/data/delille#person-varinot,http://e-editiones.ch/project/data/delille#work-varinotdictionnaire,1818,Varinot,Antoine,,,
http://e-editiones.ch/project/data/delille#person-vatout,http://e-editiones.ch/project/data/delille#work-vatoutcatalogue,1826,Vatout,Jean,,,
http://e-editiones.ch/project/data/delille#person-vayssedevilliers,http://e-editiones.ch/project/data/delille#work-vayssedevilliersitineraire,1823,Vaysse de Villiers,Jean,,,
http://e-editiones.ch/project/data/delille#person-verenet,http://e-editiones.ch/project/data/delille#work-verenetondit,1860,Verenet,George,,,
http://e-editiones.ch/project/data/delille#person-vidal,http://e-editiones.ch/project/data/delille#work-vidalexamenimpartial,1801,Vidal,P.,,,
http://e-editiones.ch/project/data/delille#person-walckenaer,http://e-editiones.ch/project/data/delille#work-walckenaerfaune,1802,Walckenaer,Charles-Athanase,,,
http://e-editiones.ch/project/data/delille#person-waring,http://e-editiones.ch/project/data/delille#work-waringtraveller,1819,Waring,Samuel Miller,,,
http://e-editiones.ch/project/data/delille#person-webb,http://e-editiones.ch/project/data/delille#work-berthelotwebbhistoire,1839,Webb,Philip Barker,,,
